_id,KODEA/CODIGO,UDALERRIA/MUNICIPIO,EKITALDIA /EJERCICIO,HILABETE/MES,DATUAK ERAUZI EGUNA/FECHA EXTRACCION,ARLO FUNTZIONALA/AREA FUNCIONAL,AZALERA (KM2)/EXTENSION (KM2),BIZTANLE ERROLDA/HABITANTES CENSO,JARD EKON  LURZORUA HL GUZTIRA (M2)/SUELO AE  TOTAL SUB(M2),JARD EKON  LURZORUA HL HUTSIK (M2)/SUELO AE  VACANTE SUB(M2),JARD EKON  LURZORUA  LU GUZTIRA (M2)/SUELO AE  TOTAL SUZ(M2),JARD EKON  LURZORUA LU HUTSIK (M2)/SUELO AE  VACANTE SUZ(M2),BIZIT LORZORUA HL GUZTIRA (M2)/SUELO RES  TOTAL SUB(M2),BIZIT LORZORUA HL HUTSIK (M2)/SUELO RES  VACANTE SUB(M2),BIZIT LORZORUA  LU GUZTIRA (M2)/SUELO RES  TOTAL SUZ(M2),BIZIT LORZORUA  LU HUTSIK (M2)/SUELO RES  VACANTE SUZ(M2),HL ETXE  LIBREA GUZTIRA/TOTAL VIV  SUB  LIBRE,HL ETXE  BOE GUZTIRA/TOTAL VIV  SUB  VPO,HL ETXE B BABES BATZ GUZTIRA/TOTAL VIV  SUB  OTRAS PROTEC,BURUTZEKO ETXE  HL/VIVIENDAS POR EJECUTAR SUB,LU ETXE LIBREA GUZTIRA/TOTAL VIV  SUZ  LIBRE,LU ETXE BOE GUZTIRA/TOTAL VIV  SUZ  VPO,LU ETXE  B BABES BATZ GUZTIRA/TOTAL VIV  SUZ  OTRAS PROTEC,BURUTZEKO ETXE LU/VIVIENDAS POR EJECUTAR SUZ,NG ETXE  GUZTIAK/TOTAL VIVIENDAS NR,BURUTZEKO ETXE  LN/VIVIENDAS POR EJECUTAR NR
1142,=014,BARRIKA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,7,1596,"18722,549999999999",0,25673,25673,"333950,96000000002","22657,82","91889,330000000002","91889,330000000002",59,12,0,71,255,55,63,373,0,0
1143,=015,BASAURI,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,6,40323,"1688516,23","79027,360000000001",0,0,"1285698,8999999999","106722,67999999999","18663,389999999999","18663,389999999999",838,754,247,1640,18,48,16,82,3,0
1169,=041,GAUTEGIZ ARTEAGA,2025,12,2026-05-07 22:23:07,Gernika-Markina,13,896,0,0,0,0,"445282,46999999997","93890,970000000001",0,0,124,22,63,124,0,0,0,0,13,1
1144,=016,BERANGO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,8,8458,"206467,22","32974,480000000003",84424,66103,"866198,93000000005","139936,01999999999",294536,"143396,42000000001",563,377,265,865,341,750,168,736,0,0
1145,=017,BERMEO,2025,12,2026-05-07 22:23:07,Gernika-Markina,33,17104,"193375,70999999999",18435,0,0,"540632,71999999997","53767,580000000002","52124,339999999997","52124,339999999997",450,86,62,438,88,252,96,436,10,0
1146,=018,BERRIATUA,2025,12,2026-05-07 22:23:07,Gernika-Markina,19,1231,"102393,50999999999","10450,65",120744,"62117,540000000001","116649,21000000001","10340,200000000001",0,0,173,20,9,193,0,0,0,0,0,0
1147,=019,BERRIZ,2025,12,2026-05-07 22:23:07,Durango,29,4541,"235080,98999999999",27174,"148203,32999999999","71695,330000000002","185347,82000000001","34174,110000000001","144394,60000000001","23503,599999999999",0,0,0,264,251,0,96,15,45,20
1148,=020,BILBAO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,40,346933,"430499,82000000001","51096,980000000003",49709,49709,"11879234,029999999","786226,83999999997",71611,"24189,59",14263,7281,3745,11921,138,173,0,141,8,2
1149,=021,BUSTURIA,2025,12,2026-05-07 22:23:07,Gernika-Markina,20,1698,"4582,5100000000002",0,0,0,"438098,52000000002","46521,139999999999","90896,830000000002","86960,830000000002",244,40,30,117,46,90,0,134,18,10
1150,=022,KARRANTZA HARANA/VALLE DE CARRANZA,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,137,2741,"15281,879999999999",5898,"44758,529999999999","23340,400000000001","175202,45000000001","28956,009999999998","236869,73000000001","145271,98999999999",164,0,0,92,362,0,0,235,448,60
1151,=023,ARTEA,2025,12,2026-05-07 22:23:07,Igorre,12,752,0,0,"241893,72","51792,879999999997","132688,95000000001",25390,"50951,730000000003","50452,730000000003",153,60,0,138,102,27,0,128,2,0
1152,=024,ZEANURI,2025,12,2026-05-07 22:23:07,Igorre,67,1226,"23262,450000000001",19231,0,0,"145685,20000000001","41159,199999999997","14649,549999999999","11719,549999999999",119,0,32,77,0,0,0,20,143,28
1153,=025,ZEBERIO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,47,1080,0,0,0,0,"115075,92","31185,490000000002",0,0,82,0,19,100,0,0,0,0,17,2
1154,=026,DIMA,2025,12,2026-05-07 22:23:07,Igorre,62,1524,"77737,830000000002",0,"31443,5","31443,5","133609,28","13402,57","116477,61","107749,61",71,0,0,71,160,0,30,163,84,15
1221,=093,AREATZA,2025,12,2026-05-07 22:23:07,Igorre,9,1277,0,0,72500,72500,"69557,089999999997","15871,6","57902,629999999997","10801,450000000001",177,0,0,132,58,45,0,10,5,0
1155,=027,DURANGO,2025,12,2026-05-07 22:23:07,Durango,10,30165,"347972,06",0,"424990,82000000001","424990,82000000001","1679661,6799999999","231003,54000000001","181902,45000000001","132954,45000000001",2573,763,189,1801,315,307,13,288,0,0
1156,=028,EA,2025,12,2026-05-07 22:23:07,Gernika-Markina,14,858,"9422,6900000000005",3077,9317,9317,"82968,529999999999","13115,700000000001",0,0,35,0,64,75,0,0,0,0,0,0
1157,=029,ETXEBARRI,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,3,11901,"628584,55000000005",1678,0,0,"490821,70000000001","3856,3600000000001","107651,66",0,1204,410,34,26,0,0,0,0,0,0
1158,=030,ETXEBARRIA,2025,12,2026-05-07 22:23:07,Gernika-Markina,17,700,"231190,89000000001","47387,43",14991,0,"66413,070000000007",8305,8850,8850,0,0,0,26,0,0,0,7,0,0
1159,=031,ELANTXOBE,2025,12,2026-05-07 22:23:07,Gernika-Markina,1,325,0,0,0,0,"32393,150000000001",4329,0,0,71,0,0,71,0,0,0,0,0,0
1160,=032,ELORRIO,2025,12,2026-05-07 22:23:07,Durango,36,7425,"419644,95000000001","48640,550000000003",71145,71145,"555993,90000000002",24025,61830,61830,134,0,37,161,0,0,0,0,29,4
1161,=033,EREÃO,2025,12,2026-05-07 22:23:07,Gernika-Markina,10,283,0,0,0,0,"35267,43","14766,200000000001",42900,42900,29,0,24,28,0,0,0,34,26,7
1162,=034,ERMUA,2025,12,2026-05-07 22:23:07,Eibar,6,15558,"361908,64000000001","23895,470000000001",148750,148750,"475407,62","9520,3999999999996",30337,30337,467,144,65,480,38,82,30,150,0,0
1163,=035,FRUIZ,2025,12,2026-05-07 22:23:07,Mungia,5,594,0,0,0,0,"61286,739999999998","13877,15","38420,589999999997","1178,26",55,0,0,30,0,0,0,0,43,22
1164,=036,GALDAKAO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,24,24788,"1530087,0900000001","144255,69","296474,23999999999","252582,72","1369053,95","79459,850000000006","517961,04999999999","490408,92999999999",2181,479,0,306,824,566,0,1214,18,5
1165,=037,GALDAMES,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,44,835,"51616,769999999997",0,99900,99900,"150674,14999999999",17031,82868,82868,0,0,0,32,0,0,0,80,25,4
1166,=038,GAMIZ-FIKA,2025,12,2026-05-07 22:23:07,Mungia,15,1409,"17392,27",0,0,0,"352915,07000000001","71455,449999999997",75091,75091,210,0,0,191,192,0,0,192,0,0
1167,=039,GARAI,2025,12,2026-05-07 22:23:07,Durango,7,319,0,0,0,0,"27272,549999999999",0,99485,34820,12,15,0,0,0,0,0,6,26,5
1168,=040,GATIKA,2025,12,2026-05-07 22:23:07,Mungia,17,1635,"9076,8099999999995",0,75082,"11242,73","36075,739999999998",12306,"38032,75",0,0,0,0,30,0,0,0,0,64,41
1170,=042,GORDEXOLA,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,41,1720,"76611,380000000005","10810,84",0,0,"220708,60000000001","22168,630000000001","40547,400000000001","40547,400000000001",0,0,0,98,98,39,24,161,8,1
1171,=043,GORLIZ,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,10,6105,"34255,139999999999",0,0,0,"1140007,3899999999","149965,60000000001","29615,279999999999","24748,66",340,36,32,319,43,66,24,128,0,0
1172,=044,GETXO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,11,75015,"42942,209999999999","11039,040000000001",0,0,"4701018,25","176617,20999999999",1567471,1567471,1700,775,311,997,1568,605,0,2173,0,0
1173,=045,GUEÃES,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,41,6728,"214561,70999999999",7532,422028,422028,"775258,73999999999","98597,440000000002","166781,34","161846,34",667,45,122,438,369,0,128,480,0,0
1174,=046,GERNIKA-LUMO,2025,12,2026-05-07 22:23:07,Gernika-Markina,8,16889,"567117,42000000004","114328,89999999999",0,0,"900432,07999999996","37647,470000000001",63060,63060,203,14,0,177,53,99,0,152,0,0
1175,=047,GIZABURUAGA,2025,12,2026-05-07 22:23:07,Gernika-Markina,6,203,"31365,900000000001",0,"28747,040000000001",0,"17678,91","7698,7700000000004",0,0,0,0,0,12,0,0,0,0,7,4
1176,=048,IBARRANGELU,2025,12,2026-05-07 22:23:07,Gernika-Markina,14,685,0,0,0,0,"210071,16",35524,0,0,0,0,0,71,0,0,0,0,53,23
1177,=049,ISPASTER,2025,12,2026-05-07 22:23:07,Gernika-Markina,22,734,"113767,34","54540,760000000002",0,0,"70277,100000000006",23363,"12923,33",0,58,0,0,52,0,0,0,0,11,2
1178,=050,IZURTZA,2025,12,2026-05-07 22:23:07,Durango,4,241,"95455,020000000004",0,90565,"80408,440000000002","43442,540000000001","10954,35",22205,22205,0,15,0,45,0,0,0,14,0,0
1179,=051,LANESTOSA,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,1,271,0,0,0,0,"113898,3",30568,39000,39000,69,0,24,64,0,0,0,20,0,0
1180,=052,LARRABETZU,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,21,2056,"167337,39999999999","4266,1899999999996",0,0,"160828,10000000001","17689,299999999999",4067,4067,221,32,0,184,0,0,10,40,0,0
1181,=053,LAUKIZ,2025,12,2026-05-07 22:23:07,Mungia,8,1248,0,0,0,0,"495806,46000000002","22391,66","99813,619999999995","92015,679999999993",104,0,0,36,64,0,0,59,21,16
1182,=054,LEIOA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,8,32495,"701166,40000000002","31502,709999999999","558493,90000000002","303051,90000000002",1578207,"148738,60999999999","607848,46999999997","212228,76999999999",2171,749,375,918,1703,1326,340,940,0,0
1183,=055,LEMOA,2025,12,2026-05-07 22:23:07,Igorre,15,3640,"440242,13","40888,07","139958,85000000001","139958,85000000001","362021,07000000001","129923,27","112104,72","108262,48",739,0,0,447,414,68,0,462,46,9
1184,=056,LEMOIZ,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,18,1370,"404302,90999999997",0,25216,25216,"383806,84999999998","112128,64","157165,28",101766,215,0,54,142,216,0,72,188,0,0
1185,=057,LEKEITIO,2025,12,2026-05-07 22:23:07,Gernika-Markina,1,7186,0,0,6826,6826,"484471,69","18605,93",0,0,164,73,73,254,0,0,0,0,0,0
1186,=058,MALLABIA,2025,12,2026-05-07 22:23:07,Eibar,23,1120,"486180,83000000002","86558,199999999997",132030,"118908,39999999999","63798,199999999997","6703,6899999999996",7900,7900,48,0,68,84,0,28,0,28,0,0
1187,=059,MAÃARIA,2025,12,2026-05-07 22:23:07,Durango,17,538,0,0,22735,22735,"46162,779999999999","14207,41",0,0,81,0,0,81,0,0,0,0,0,0
1188,=060,MARKINA-XEMEIN,2025,12,2026-05-07 22:23:07,Gernika-Markina,45,5056,"146711,56","22564,740000000002","65304,110000000001","65304,110000000001","229058,53","24396,560000000001","17467,130000000001","17467,130000000001",208,30,32,269,42,101,37,180,0,0
1189,=061,MARURI-JATABE,2025,12,2026-05-07 22:23:07,Mungia,16,1100,0,0,0,0,"153877,31","13487,33",163319,"156464,03",0,0,0,17,224,0,0,185,14,7
1190,=062,MENDATA,2025,12,2026-05-07 22:23:07,Gernika-Markina,22,400,0,0,0,0,"79810,910000000003",26250,0,0,35,0,22,34,0,0,0,0,78,23
1191,=063,MENDEXA,2025,12,2026-05-07 22:23:07,Gernika-Markina,6,452,0,0,0,0,"65428,199999999997","3618,2800000000002","17319,130000000001","17319,130000000001",9,4,0,8,54,0,0,54,0,0
1192,=064,MEÃAKA,2025,12,2026-05-07 22:23:07,Mungia,12,775,"3781,6999999999998","1828,47",0,0,"48910,769999999997","5941,6000000000004","20677,75","20677,75",17,0,0,15,54,0,15,69,15,7
1193,=065,UGAO-MIRABALLES,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,5,4181,"156876,32999999999","71912,139999999999",0,0,"160294,79000000001","14885,43",0,0,251,34,56,287,0,0,0,0,0,0
1194,=066,MORGA,2025,12,2026-05-07 22:23:07,Gernika-Markina,14,429,5594,310,0,0,"91961,690000000002","27236,599999999999",0,0,50,0,4,47,0,0,0,0,16,4
1195,=067,MUXIKA,2025,12,2026-05-07 22:23:07,Gernika-Markina,49,1543,"72648,350000000006",0,798509,"697825,48999999999","52413,309999999998",7700,"93618,479999999996","56992,480000000003",21,0,0,14,136,0,0,69,127,58
1196,=068,MUNDAKA,2025,12,2026-05-07 22:23:07,Gernika-Markina,3,1836,"125048,55",739,0,0,"130545,34","17745,549999999999",0,0,164,0,68,149,0,0,0,0,0,0
1197,=069,MUNGIA,2025,12,2026-05-07 22:23:07,Mungia,44,17772,"726272,76000000001","85354,669999999998","756516,39000000001","493450,54999999999","3767498,5699999998","48999,769999999997","929217,05000000005","414123,82000000001",1184,142,0,247,923,1674,112,1686,281,192
1198,=070,AULESTI,2025,12,2026-05-07 22:23:07,Gernika-Markina,25,638,"10607,700000000001",568,0,0,"59996,129999999997","9686,3400000000001",0,0,91,0,0,90,0,0,0,0,21,0
1199,=071,MUSKIZ,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,20,7282,"1668797,7",0,"144252,38","96404,380000000005","566028,55000000005","63453,400000000001","129054,28","20559,779999999999",555,835,0,283,108,0,0,16,10,1
1200,=072,OTXANDIO,2025,12,2026-05-07 22:23:07,Ãlava Central,12,1304,"81888,5","39143,93","97453,449999999997","67884,449999999997","210788,29999999999","35323,330000000002","9864,5900000000001","9864,5900000000001",93,0,87,171,20,20,20,60,12,0
1201,=073,ONDARROA,2025,12,2026-05-07 22:23:07,Gernika-Markina,4,8144,"148747,45000000001",0,0,0,"243859,35000000001","10260,17",0,0,504,96,0,100,0,0,0,0,4,0
1202,=074,URDUÃA/ORDUÃA,2025,12,2026-05-07 22:23:07,Llodio,33,4244,"195418,04000000001",55392,287245,"272197,84000000003","785652,18999999994","172166,04000000001","393869,45000000001","386439,45000000001",475,0,0,425,234,0,0,226,0,0
1203,=075,OROZKO,2025,12,2026-05-07 22:23:07,Llodio,102,2736,"68626,979999999996",0,"109608,95","38561,949999999997","402651,59000000003","66870,699999999997",196144,169453,229,0,0,95,382,110,0,368,110,16
1204,=076,SUKARRIETA,2025,12,2026-05-07 22:23:07,Gernika-Markina,1,376,0,0,0,0,"128897,07000000001","13638,01",36705,"24704,450000000001",158,0,0,110,35,0,0,22,0,0
1205,=077,PLENTZIA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,5,4528,0,0,0,0,"295992,23999999999","13058,92",787989,0,436,38,98,168,0,0,0,11,0,0
1206,=078,PORTUGALETE,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,3,45150,"111543,28999999999",0,147930,117164,"1028653,63","95977,139999999999",108774,58863,609,303,115,852,233,549,99,495,0,0
1207,=079,ERRIGOITI,2025,12,2026-05-07 22:23:07,Gernika-Markina,16,499,"1068,6400000000001",0,62336,62336,"108976,84","38043,760000000002","27479,84","27479,84",37,0,6,24,46,0,0,46,15,10
501,=051,LANESTOSA,2024,9,2025-01-30 08:00:03,Balmaseda-Zalla,1,271,0,0,0,0,"113898,3",30568,39000,39000,69,0,24,64,0,0,0,20,0,0
1208,=080,VALLE DE TRAPAGA-TRAPAGARAN,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,12,11630,"1306411,03","482323,41999999998","318317,10999999999","298220,82000000001","525480,29000000004","85904,5","110409,3","110409,3",878,268,123,843,0,430,138,568,0,0
1209,=081,LEZAMA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,16,2363,"13226,190000000001",0,"185088,35000000001","140050,64000000001","103861,39999999999",15779,"57904,790000000001","13204,790000000001",0,100,0,15,0,0,0,16,0,0
1210,=082,SANTURTZI,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,8,46111,"255984,35000000001","103982,03","225623,54000000001","225623,54000000001","1127158,3999999999","136423,23000000001","41138,879999999997","41138,879999999997",929,231,186,1167,56,122,40,218,0,0
1211,=083,ORTUELLA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,7,8644,"147454,60000000001","24053,950000000001","600023,09999999998","442665,95000000001","541780,41000000003","21992,049999999999","124905,96000000001","8765,0499999999993",321,50,76,234,0,632,0,4,0,0
1212,=084,SESTAO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,3,28019,"1420909,5600000001","495378,82000000001","5337,1300000000001","5337,1300000000001","790681,31999999995","70213,009999999995",0,0,686,693,578,1070,0,0,0,0,0,0
1213,=085,SOPELA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,8,14017,"113650,28",24500,0,0,"962652,10999999999","30744,619999999999","887875,14000000001","354376,64000000001",1235,62,0,119,1605,824,0,1404,0,0
1214,=086,SOPUERTA,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,42,2827,"61794,589999999997",39459,0,0,"401017,26000000001","60174,040000000001","297262,19","233219,17999999999",161,0,0,112,510,72,0,415,57,14
1215,=087,TRUCIOS-TURTZIOZ,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,26,524,0,0,30079,24066,"155847,62","13259,700000000001",54878,28991,39,0,0,20,20,0,32,20,25,1
1216,=088,UBIDE,2025,12,2026-05-07 22:23:07,Ãlava Central,2,179,0,0,0,0,"55524,230000000003",8663,0,0,20,24,0,14,0,0,0,0,4,0
1217,=089,URDULIZ,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,7,6036,"225664,19","33873,699999999997",32498,"28370,93","357962,14000000001","24132,98","282767,73999999999","164515,25",1036,0,48,170,1345,438,53,1075,0,0
1218,=090,BALMASEDA,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,22,7773,"104147,09",15777,"217755,57999999999","193705,69","445366,21000000002","97663,580000000002","103204,87","103204,87",1314,248,0,975,200,389,40,629,16,6
1219,=091,ATXONDO,2025,12,2026-05-07 22:23:07,Durango,23,1346,"217473,85000000001",61395,66706,66005,"119304,06",40322,0,0,209,0,0,132,0,0,0,0,34,19
1220,=092,BEDIA,2025,12,2026-05-07 22:23:07,Igorre,16,1110,"194590,59",12250,0,0,"52916,169999999998",15133,60520,23994,111,16,36,72,0,0,0,27,18,8
1222,=094,IGORRE,2025,12,2026-05-07 22:23:07,Igorre,17,4252,"326716,33000000002","106023,09","101635,42","42080,449999999997","174555,73999999999","16847,189999999999","204812,45000000001",94789,271,0,0,106,506,30,35,374,30,20
1223,=095,ZALDIBAR,2025,12,2026-05-07 22:23:07,Durango,11,3051,"147153,79000000001","40822,370000000003",0,0,"196850,01000000001","37566,050000000003",0,0,106,104,101,198,0,0,0,0,0,0
1224,=096,ZALLA,2025,12,2026-05-07 22:23:07,Balmaseda-Zalla,31,8257,"194124,89000000001","14289,67","187247,70999999999","170990,10000000001","540328,83999999997","38341,559999999998","218805,14999999999","139009,84",564,116,0,163,232,214,0,245,0,0
1225,=097,ZARATAMO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,10,1602,"274190,45000000001",57039,14949,14949,"185892,98999999999",27268,"68909,399999999994","67582,279999999999",74,0,21,93,77,25,68,167,0,0
1226,=901,DERIO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,10,7535,"901408,30000000005",3995,"349474,67999999999","129119,35000000001","310163,40000000002",0,"1903992,95","1690915,3200000001",273,264,0,0,1146,545,503,1452,0,0
1227,=902,ERANDIO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,18,24209,"1090722,21","103026,48","736956,43000000005","509683,64000000001","683892,47999999998","103314,3","315789,58000000002","156402,38",1953,298,410,1075,494,908,0,628,88,20
1228,=903,LOIU,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,15,2240,"383230,89000000001",61403,330248,330248,"202148,04000000001",9371,"220028,03","220028,03",77,0,0,77,590,84,0,674,0,0
1229,=904,SONDIKA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,6,4651,"441344,59999999998","33726,790000000001",0,0,"531125,87","32878,110000000001",0,0,566,64,93,571,0,0,0,0,3,1
1230,=905,ZAMUDIO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,18,3384,"2190585,4900000002","222099,34","623502,56000000006","607005,07999999996","185032,92000000001",13542,"70159,729999999996","64425,730000000003",229,0,0,103,208,41,167,382,3,0
1231,=906,FORUA,2025,12,2026-05-07 22:23:07,Gernika-Markina,7,950,"17021,02",0,0,0,"90347,460000000006",0,0,0,0,0,0,0,0,0,0,0,5,0
1232,=907,KORTEZUBI,2025,12,2026-05-07 22:23:07,Gernika-Markina,11,463,0,0,0,0,"27946,939999999999",3460,0,0,39,0,0,6,0,0,0,0,29,17
1233,=908,MURUETA,2025,12,2026-05-07 22:23:07,Gernika-Markina,5,314,"42966,110000000001",0,0,0,"129971,31",10789,13820,13820,9,26,4,10,10,0,0,10,0,0
1234,=909,NABARNIZ,2025,12,2026-05-07 22:23:07,Gernika-Markina,11,264,"4707,7299999999996","215,56",2398,2398,"27300,889999999999","7303,71",0,0,0,0,0,32,0,0,0,0,10,0
1235,=910,IURRETA,2025,12,2026-05-07 22:23:07,Durango,18,3830,"533625,45999999996","68793,889999999999","342242,17999999999","37429,870000000003","103514,55","5456,6999999999998","125674,69","123757,37",367,0,0,80,369,61,0,428,21,8
1236,=911,AJANGIZ,2025,12,2026-05-07 22:23:07,Gernika-Markina,7,448,"80848,429999999993","19635,360000000001",0,0,"33133,190000000002",9306,0,0,22,0,10,32,0,0,0,0,9,0
1237,=912,ALONSOTEGI,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,20,2970,"182392,38",0,35570,35570,"225013,47","56697,339999999997",35806,0,531,62,0,285,0,0,0,0,22,5
1238,=913,ZIERBENA,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,12,1509,"60932,260000000002",0,0,0,"489541,52000000002","147977,10000000001",268198,"179993,07999999999",245,0,8,246,170,70,0,134,0,0
1239,=914,ARRATZU,2025,12,2026-05-07 22:23:07,Gernika-Markina,10,408,0,0,0,0,"24481,610000000001","2065,0300000000002","6442,5799999999999","6442,5799999999999",5,0,0,5,10,0,5,15,14,6
1240,=915,ZIORTZA-BOLIBAR,2025,12,2026-05-07 22:23:07,Gernika-Markina,18,418,"11875,23",0,0,0,"39046,75","9432,5",32981,32981,33,0,0,33,52,0,0,52,29,4
1241,=916,USANSOLO,2025,12,2026-05-07 22:23:07,Bilbao Metropolitano,7,4591,"185110,62",50266,17930,17930,"216017,14999999999",15375,192752,192752,698,122,0,133,377,108,41,526,9,2
