SOZIETATEA_EU/SOCIEDAD_EU;SOZIETATEA_CAS/SOCIEDAD_CAS;EKITALDIA/EJERCICIO;HILABETERA ARTE/MES HASTA;ADJUDIKAZIODUNA/PERSONA ADJUDICATARIA;HELBURUA_EUS/OBJETO_EUS;HELBURUA_CAS/OBJETO_CAS;ADMINISTRARIA/ADMINISTRATIVO;ADMINISTRARIAREN DESKRIBAPENA/ADMINISTRATIVO DESCRIPCION;KONTABILITATE-ESPEDIENTEA/EXPEDIENTE CONTABLE;KONTABILITATE-ESPEDIENTEAREN DESKR./EXPEDIENTE CONTABLE DESCR.;ADJUDIKAZIO-METODOA/METODO ADJUDICACION;ADJUDIKAZIO-METODOA DESKR./METODO ADJUDICACION DESCR.;JARDUKETA/ACTUACION;JARDUKETA DESKRIBAPENA/ACTUACION DESCRIPCION;ADMIN. EREDUA/MODELO ADMIN;ADMIN. EREDUAREN DESKRIBAPENA/MODELO ADMIN DESCRIPCION;XEDAPENA/DISPOSICION;BETEBEHARRA/OBLIGACION;
BFA;DFB;2025;009;AJURIAGUERRA 3 SOCIEDAD DE GESTION URBANISTICA SLP;IKERKETAK ETA AZTERLANAK ESKURATZEA;ADQUISICIONES DE INVESTIGACIONES Y ESTUDIOS;ADMIN20230300000325;Redacción del Plan de Compatibilización Gernika-Lumo-Murueta;CONT220250200025865;ADOK -Redacción Plan Compatibilización Gernika-Lumo-Murueta;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;6708,00;6708,00;
BFA;DFB;2025;009;ALGECO CONSTRUCCIONES MODULARES SL;HIRI-ALTZARIAK ESKURATZEA;ADQUISICIONES DE MOBILIARIO URBANO;ADMIN20240300001140;SUMINISTRO DE CONTENEDEROS PARA SERVICIOS DE PLAYAS;CONT220250200019598;(DOK) SUMINISTRO CONTENEDORES PARA SERVICIOS DE PLAYAS;="05";ABIERTO SIMPLIFICADO;="09";OTROS;CT01;Contrato suministros;33356,75;33356,75;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200000623;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2323,80;2323,80;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200000927;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2190,60;2190,60;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200003586;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;49,89;49,89;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200004850;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2844,06;2844,06;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200006685;AELVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;61,82;61,82;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200006851;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;76,54;76,54;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200007000;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2742,85;2742,85;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200007377;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;459,69;459,69;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200008782;AELVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;1070,97;1070,97;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200008787;AELVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2068,45;2068,45;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200008791;AELVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;3525,12;3525,12;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200010541;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;4817,94;4817,94;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200010542;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;1802,37;1802,37;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200010546;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;4085,88;4085,88;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200012574;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2833,10;2833,10;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200013655;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;50,48;50,48;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200014460;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;6867,24;6867,24;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200014986;AELVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;7931,64;7931,64;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200015462;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;157,46;157,46;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200016066;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;3205,92;3205,92;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200019346;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;3726,04;3726,04;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200019795;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;880,59;880,59;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200020260;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;122,00;122,00;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200022207;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;46,28;46,28;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200023433;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;128,73;128,73;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200025025;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;4213,69;4213,69;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200025649;AELVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;442,62;442,62;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200025952;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;1018,53;1018,53;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200026530;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2503,47;2503,47;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200028237;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;3762,01;3762,01;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200028778;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;2379,11;2379,11;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200030155;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;327,91;327,91;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200030321;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;557,46;557,46;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200030443;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;3756,98;3756,98;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200030537;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;1305,81;1305,81;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200030880;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;412,01;412,01;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001852;CONTRATO MATERIAL ELÉCTRICO, ELECTRÓNICO Y ELECTRODOMÉSTICOS;CONT220250200031962;ALVASA SA, LOTE 1 MATERIAL ELÉCTRICO AÑO 2025;="01";ABIERTO;="01";INICIAL;CT11;Suministros Centralizados;6262,09;6262,09;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200004127;(DOK) CTR. LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;318,68;318,68;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200006613;(DOK) CTR. LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;109,55;109,55;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200007904;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;13,09;13,09;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200007907;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;25,93;25,93;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200009791;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;219,09;219,09;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200010375;(DOK) CTR. LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;436,35;436,35;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200013152;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;2076,36;2076,36;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200013787;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;29,15;29,15;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200015697;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;463,96;463,96;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200019786;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;155,76;155,76;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200021132;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;7449,66;7449,66;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200024473;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;42,16;42,16;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001854;CENTRALIZADO_LOTE 1 MATERIAL ELÉCTRICO 2023-2024+1+1;CONT220250200028840;(DOK) CENTRALIZADO LOTE 1 MATERIAL ELÉCTRICO 2025;="12";DERIV. ACUERDO MARCO;="09";OTROS;CT11;Suministros Centralizados;80,25;80,25;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001856;A.M SUMINISTRO MAT. ELÉCTRICO, ELECTRÓNICO-ELECTRODOM.2023-2;CONT220250200003059;SUMINISTRO MATERIAL ELÉCTRICO. Enero 2025;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;182,69;182,69;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001856;A.M SUMINISTRO MAT. ELÉCTRICO, ELECTRÓNICO-ELECTRODOM.2023-2;CONT220250200004460;A.M. SUMINISTRO MATERIAL ELÉCTRICO;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;376,61;376,61;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001856;A.M SUMINISTRO MAT. ELÉCTRICO, ELECTRÓNICO-ELECTRODOM.2023-2;CONT220250200007220;A.M. SUMINISTRO MATERIAL ELÉCTRICO 23-24 LOTE 1;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;1397,36;1397,36;
BFA;DFB;2025;009;ALMACENES ELECTRICOS VASCONGADOS SA;BESTE ZUZKIDURA ETA ONDASUN BATZUK;OTROS SUMINISTROS Y BIENES;ADMIN20220300001856;A.M SUMINISTRO MAT. ELÉCTRICO, ELECTRÓNICO-ELECTRODOM.2023-2;CONT220250200011669;A.M. SUMINISTRO MATERIAL ELÉCTRICO 23-24 LOTE 1;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT11;Suministros Centralizados;19,69;19,69;
